previous_crop,temperature,humidity,moisture,soil_type,soil_ph,rainfall,recommended_crop,
Millet,29,44.56,33.96,Red,1.9,2997,Tobacco,
Ground Nuts,35.26,53.82,24.93,Red,3.9,1154,Oilseeds,
Soybeans,33.42,55.5,64.41,Black,5.9,1905,Cotton,
Wheat,28.04,55.51,49.43,Sandy,1.3,1595,Soybeans,
Millet,34.9,61.86,35.47,Clay,12.6,813,Tobacco,
Wheat,22.34,53.62,38.61,Red,4.7,1571,Soybeans,
Soybeans,28.11,47.2,36.8,Clay,13.3,1272,Cotton,
Wheat,34.35,66.79,51.52,Black,2.8,2019,Soybeans,
Tobacco,28.74,48.61,35.72,Red,9.6,261,Maize,
Barley,26.95,50.63,43,Sandy,14,1280,Sugarcane,
Wheat,26.39,54.79,46.15,Sandy,13.5,2887,Soybeans,
Ground Nuts,30.13,72.21,35.94,Red,13.6,445,Oilseeds,
Pulses,35.71,67.62,25.16,Red,10.4,275,Barley,
Barley,28.88,60.85,28.57,Clay,8.4,2486,Sugarcane,
Sugarcane,27.05,44.74,56.64,Red,1.3,817,Wheat,
Tobacco,29.34,44.01,41.14,Loamy,3.4,1988,Maize,
Sugarcane,39.33,67.44,37.85,Loamy,12.7,2541,Wheat,
Ground Nuts,28.53,59.01,60.57,Clay,9.7,210,Oilseeds,
Cotton,23.12,58.63,37.49,Black,6,2970,Ground Nuts,
Soybeans,31.53,58.95,51.37,Clay,8.6,512,Cotton,
Wheat,33.55,60.65,58.59,Red,8.2,2659,Soybeans,
Pulses,30.15,64.35,67.45,Black,3.4,2323,Barley,
Tobacco,39.81,63.65,63.69,Red,13.9,1536,Maize,
Sugarcane,34.51,52.14,70,Clay,6.6,2780,Wheat,
Sugarcane,35.66,54.44,42.29,Loamy,10.2,1063,Wheat,
Barley,25.65,62.92,28.49,Sandy,10,2554,Sugarcane,
Ground Nuts,28.51,44.09,28.38,Black,0.2,743,Oilseeds,
Maize,30.09,54.43,60.02,Red,8.2,2983,Pulses,
Soybeans,22.27,61.81,43.11,Red,6.5,2174,Cotton,
Maize,38.38,65.51,46.26,Black,6.7,979,Pulses,
Ground Nuts,32.61,50.77,63.48,Red,5.9,458,Oilseeds,
Soybeans,26.99,47.9,45.66,Red,4.4,844,Cotton,
Millet,29.77,63.41,50.3,Black,1.7,549,Tobacco,
Ground Nuts,28.27,59.38,45,Loamy,13.2,1903,Oilseeds,
Cotton,33.5,53.07,46.85,Red,10.6,1674,Ground Nuts,
Pulses,37.95,68.37,55.82,Loamy,1.3,713,Barley,
Ground Nuts,25.06,64.02,38.39,Black,8.9,1561,Oilseeds,
Sugarcane,26.79,62.91,25.01,Loamy,12.6,1652,Wheat,
Soybeans,26.72,52.56,31.72,Sandy,2.2,1545,Cotton,
Millet,22.39,61.19,37.56,Black,0.8,1048,Tobacco,
Wheat,30.98,72.26,70,Sandy,5.7,2263,Soybeans,
Maize,30.37,74.96,45.96,Sandy,10.1,2132,Pulses,
Maize,36.58,61.79,40.55,Loamy,6.7,879,Pulses,
Wheat,26.45,60.78,50.52,Sandy,9.3,2518,Soybeans,
Maize,25.6,52.6,54.46,Red,8,1635,Pulses,
Millet,35.57,72.13,33.41,Red,12.4,293,Tobacco,
Millet,33.06,60.37,69.48,Sandy,14,416,Tobacco,
Pulses,29.39,53.28,40.12,Loamy,14,956,Barley,
Soybeans,28.21,59.37,42.81,Red,5.9,1806,Cotton,
Sugarcane,35.57,60.63,45.71,Black,3.3,288,Wheat,
Cotton,37.32,76.39,48.4,Loamy,1,1211,Ground Nuts,
Millet,40,56.27,40.77,Loamy,5.7,1548,Tobacco,
Pulses,39.82,70.94,30.3,Loamy,0.9,1816,Barley,
Soybeans,38.99,74.78,27.58,Black,4.1,989,Cotton,
Millet,27.9,58.51,31.93,Red,10,489,Tobacco,
Sugarcane,33.88,68.15,42.03,Sandy,3.1,1789,Wheat,
Sugarcane,40,71.79,58.99,Black,8.5,271,Wheat,
Barley,30.18,53.72,36.61,Red,2,2233,Sugarcane,
Pulses,32.53,56.27,29.85,Clay,2.5,275,Barley,
Pulses,33.72,50.47,44.08,Black,11.8,1789,Barley,
Tobacco,31.86,51.97,62.52,Black,5.7,2520,Maize,
Tobacco,34.28,52.14,44.07,Black,11,656,Maize,
Ground Nuts,25.94,60.8,62.34,Clay,5.5,698,Oilseeds,
Pulses,26.63,56.66,45.46,Red,4.7,357,Barley,
Cotton,35.09,63.88,46.21,Loamy,2.9,1037,Ground Nuts,
Millet,32.66,59.08,54.63,Red,10.8,1032,Tobacco,
Tobacco,34.76,67.48,24.8,Loamy,6.4,2554,Maize,
Wheat,31.21,56.6,34.03,Sandy,4.1,1561,Soybeans,
Barley,34.72,67.85,69.81,Loamy,3.7,662,Sugarcane,
Wheat,23.38,55.92,50.56,Clay,9.9,2123,Soybeans,
Wheat,29.71,50.93,41.83,Sandy,10.6,2032,Soybeans,
Millet,30.88,51,46.08,Red,7.1,2567,Tobacco,
Soybeans,32.92,77.29,48.08,Clay,10.2,580,Cotton,
Wheat,25.87,69.73,28.7,Clay,4.1,1347,Soybeans,
Barley,30.53,63.85,56.3,Sandy,3.7,2063,Sugarcane,
Soybeans,37.03,69.99,42.75,Clay,1.6,2035,Cotton,
Maize,37.38,70.59,66.29,Sandy,8.1,451,Pulses,
Ground Nuts,28.44,55.23,33.64,Red,9.6,604,Oilseeds,
Ground Nuts,24.57,49.59,48.59,Sandy,4.6,686,Oilseeds,
Maize,25.23,48.23,21.3,Black,4.7,2843,Pulses,
Cotton,28.45,55.92,48.02,Black,9.9,2481,Ground Nuts,
Sugarcane,36.2,55.53,54.66,Clay,9.8,2657,Wheat,
Tobacco,32.48,64.01,50.17,Loamy,6.5,2661,Maize,
Tobacco,29.67,60,70,Red,4.4,1928,Maize,
Ground Nuts,30.62,59.17,45.5,Sandy,6.4,1664,Oilseeds,
Tobacco,29.51,55.64,28.32,Loamy,3.6,997,Maize,
Cotton,29.64,54.26,30.97,Black,0.9,561,Ground Nuts,
Pulses,30.83,64.19,23.01,Clay,1,2855,Barley,
Millet,34.15,50.64,39.17,Loamy,0,1233,Tobacco,
Soybeans,32.54,52.1,29.86,Sandy,4.4,1157,Cotton,
Pulses,35.15,65.46,50.44,Red,12.6,867,Barley,
Ground Nuts,32.88,70.34,29.01,Loamy,12.4,461,Oilseeds,
Ground Nuts,32.26,57.08,42.58,Clay,3.2,1736,Oilseeds,
Millet,28.94,60.34,31.18,Loamy,7.2,1448,Tobacco,
Millet,32.63,71.17,55.93,Loamy,3.3,1941,Tobacco,
Maize,31.18,72.57,46.74,Loamy,6.5,514,Pulses,
Cotton,23.69,57.9,39.61,Sandy,11.3,288,Ground Nuts,
Tobacco,32.48,53.65,28.91,Clay,5.5,2170,Maize,
Ground Nuts,28.7,53.21,40.31,Sandy,7.9,746,Oilseeds,
Maize,37.65,60.86,24.45,Black,12.2,2078,Pulses,
Maize,31.22,74.54,61.36,Sandy,10.1,2552,Pulses,
Ground Nuts,36.78,69.9,38.86,Red,1.7,1007,Oilseeds,
Maize,38.75,58.17,52.93,Loamy,3.3,1187,Pulses,
Pulses,29.13,47.06,44.06,Red,11.9,1168,Barley,
Pulses,28.65,62.64,41.6,Loamy,7.3,2672,Barley,
Cotton,20.54,40.79,56.58,Clay,2.3,2635,Ground Nuts,
Cotton,27.19,62.12,35.74,Red,0.8,2080,Ground Nuts,
Tobacco,29.74,53.77,40.06,Red,10.9,2871,Maize,
Pulses,28.91,67.6,39.3,Red,1.7,1961,Barley,
Millet,26.09,50.03,60.84,Sandy,3.6,1240,Tobacco,
Ground Nuts,29.22,54.96,70,Black,12.1,2952,Oilseeds,
Sugarcane,21.94,46.3,27.7,Loamy,2.5,2210,Wheat,
Ground Nuts,32.27,54.7,59.44,Sandy,12.1,2742,Oilseeds,
Ground Nuts,29.59,47.26,67.15,Loamy,3.4,1273,Oilseeds,
Tobacco,38.97,61.93,48.53,Black,12.9,1289,Maize,
Maize,40,63.37,45.26,Sandy,13.7,2647,Pulses,
Pulses,32.81,73.39,41.77,Sandy,13.1,515,Barley,
Cotton,36.48,66.13,30.41,Black,2.3,1388,Ground Nuts,
Tobacco,31.25,67.15,42.57,Sandy,12.1,760,Maize,
Ground Nuts,24.83,57.76,31.75,Sandy,12.8,1688,Oilseeds,
Cotton,29.72,53.18,42.19,Sandy,4.4,714,Ground Nuts,
Soybeans,27.26,43.94,42.1,Loamy,12,757,Cotton,
Wheat,34.34,55.85,27.98,Black,11.8,640,Soybeans,
Ground Nuts,23.7,41.13,58.8,Sandy,11.3,1038,Oilseeds,
Sugarcane,33.32,71.88,37.86,Loamy,11.9,1761,Wheat,
Pulses,27.34,55.87,43.75,Clay,0,1275,Barley,
Tobacco,22.71,49.95,45.22,Loamy,11.6,2702,Maize,
Wheat,29.55,59.76,58.15,Clay,12.9,2117,Soybeans,
Tobacco,33.39,53.49,50.08,Sandy,7.9,577,Maize,
Ground Nuts,31.64,68.77,39.39,Sandy,7.9,501,Oilseeds,
Soybeans,23.18,46.72,29.53,Black,6.8,522,Cotton,
Pulses,24.94,66.7,66.09,Sandy,4,1057,Barley,
Barley,21.74,44.09,59.39,Sandy,9.4,2126,Sugarcane,
Pulses,30.28,63.74,54.26,Loamy,8.8,2326,Barley,
Pulses,23.22,49.73,51.54,Clay,13.6,2722,Barley,
Ground Nuts,29.69,47.64,46.87,Clay,0.2,1001,Oilseeds,
Maize,35.79,55.43,70,Black,3.1,1747,Pulses,
Maize,38.68,77.89,35.76,Loamy,8.4,1528,Pulses,
Barley,34.07,60.31,40.04,Red,0.9,2292,Sugarcane,
Ground Nuts,29.16,66.79,59.72,Sandy,9.4,921,Oilseeds,
Ground Nuts,36.5,69.77,62.08,Loamy,0.5,2751,Oilseeds,
Soybeans,27.05,63.35,58.77,Red,2.7,1937,Cotton,
Barley,31.49,71.13,61.76,Black,7.7,2627,Sugarcane,
Wheat,30.84,59.19,45.38,Loamy,7.6,2414,Soybeans,
Wheat,34.3,52.7,60.28,Sandy,7.3,2109,Soybeans,
Barley,31.13,73.3,29.78,Loamy,8.9,781,Sugarcane,
Tobacco,28.87,58.01,36.28,Sandy,6.7,2826,Maize,
Tobacco,36.02,63.58,41.22,Red,5.3,1046,Maize,
Cotton,32.15,54.75,62.62,Loamy,6.8,1810,Ground Nuts,
Millet,23.42,58.34,36.7,Clay,10.9,738,Tobacco,
Maize,24.23,54.91,32.3,Loamy,11.8,1702,Pulses,
Cotton,28.51,48.44,45.73,Black,12.5,381,Ground Nuts,
Soybeans,32.06,55.34,56.8,Sandy,1.4,1836,Cotton,
Tobacco,31.18,54.19,43.3,Loamy,4.5,1151,Maize,
Barley,33.59,54.6,51.9,Loamy,7.5,584,Sugarcane,
Millet,30.36,59.8,70,Red,13.7,2031,Tobacco,
Tobacco,28.79,64.17,68.25,Sandy,2.5,635,Maize,
Cotton,28.74,44.89,43.99,Black,3.3,2265,Ground Nuts,
Sugarcane,32.33,48.88,31.39,Black,9.1,2967,Wheat,
Millet,39.12,61.14,51.1,Red,13.9,208,Tobacco,
Millet,34.71,54.08,46.09,Loamy,5.4,2357,Tobacco,
Barley,30.34,64.88,34.89,Sandy,6.8,717,Sugarcane,
Tobacco,27.59,52.12,42.52,Red,5.9,2149,Maize,
Wheat,35.14,69.39,45.5,Black,13.5,779,Soybeans,
Barley,29.61,55.37,42.37,Clay,11.8,499,Sugarcane,
Tobacco,27.8,61.15,38.19,Black,7.7,1461,Maize,
Barley,39.34,73.55,37.74,Sandy,8,912,Sugarcane,
Maize,25.49,58.9,27.75,Sandy,8.5,2961,Pulses,
Cotton,30.35,62.68,46.39,Black,13.8,2879,Ground Nuts,
Tobacco,29.31,65.11,40.63,Black,0.2,1243,Maize,
Cotton,30.84,76.53,34,Loamy,5.1,1565,Ground Nuts,
Sugarcane,34.51,54.23,48.09,Loamy,13.8,320,Wheat,
Tobacco,29.97,59.98,41.02,Loamy,7.8,1573,Maize,
Maize,29.54,46.05,47.43,Clay,7.6,1149,Pulses,
Maize,29.6,65.96,27.64,Sandy,2.3,329,Pulses,
Pulses,32.18,62.78,23.55,Loamy,7.3,732,Barley,
Tobacco,32.29,62.31,33.23,Sandy,2.4,964,Maize,
Sugarcane,36.35,69.02,43.17,Loamy,12,684,Wheat,
Wheat,37.33,59.48,53.07,Clay,13.9,264,Soybeans,
Ground Nuts,38.06,52.11,41.53,Clay,1.1,1822,Oilseeds,
Soybeans,29.52,68.99,56.83,Sandy,10.1,2528,Cotton,
Sugarcane,40,78.86,52.13,Clay,4,1469,Wheat,
Tobacco,22.07,51.67,51.97,Clay,10.5,300,Maize,
Cotton,30.67,50.16,40.76,Black,2,2502,Ground Nuts,
Maize,29.25,53.85,33.95,Red,3.9,2352,Pulses,
Barley,26.51,60.56,35.77,Loamy,11.9,1818,Sugarcane,
Sugarcane,26.7,52.31,61.77,Clay,3.9,2420,Wheat,
Millet,23,52.82,37.28,Clay,6.9,692,Tobacco,
Sugarcane,31.77,57.58,49.46,Sandy,13.7,2996,Wheat,
Ground Nuts,30.35,73.19,41.73,Sandy,3.4,1537,Oilseeds,
Soybeans,32.72,56.31,41.59,Sandy,3.1,1315,Cotton,
Millet,29.6,58.17,40.56,Red,8.9,1099,Tobacco,
Ground Nuts,29.06,62.14,45.05,Red,5.7,384,Oilseeds,
Sugarcane,25.43,50.72,42.78,Clay,11.1,1841,Wheat,
Pulses,31.93,61.7,61,Loamy,3.7,2461,Barley,
Pulses,38.76,72.35,28.4,Black,3.8,1106,Barley,
Sugarcane,22.95,47.87,42.49,Red,9.3,2864,Wheat,
Ground Nuts,35.14,69.77,31.06,Sandy,5.2,2261,Oilseeds,
Maize,22.81,48.89,28.47,Loamy,8.3,1773,Pulses,
Maize,38.07,62.7,66.49,Red,0.1,2904,Pulses,
Wheat,24.17,62.74,42.08,Black,2.7,1723,Soybeans,
Ground Nuts,29.03,66.58,27.4,Loamy,10,1811,Oilseeds,
Pulses,37.98,57.42,48.64,Loamy,10.3,717,Barley,
Sugarcane,24.2,63.32,30.41,Red,10.1,1994,Wheat,
Tobacco,39.47,72.83,59.41,Sandy,4.3,2729,Maize,
Millet,32.72,59.26,37.37,Loamy,4.8,1654,Tobacco,
Soybeans,23.61,40.7,39.71,Clay,9.1,2226,Cotton,
Ground Nuts,24.04,65.32,45.42,Clay,13.9,2995,Oilseeds,
Tobacco,26.11,65.75,70,Red,10.2,767,Maize,
Cotton,32.02,53.18,50.78,Sandy,2.2,781,Ground Nuts,
Wheat,29.17,59.16,55.51,Loamy,5.6,2089,Soybeans,
Millet,28.74,54.8,58.08,Black,13,1388,Tobacco,
Pulses,28.05,53.77,30.81,Loamy,8.6,323,Barley,
Sugarcane,30.96,57.8,42.72,Red,6.4,1016,Wheat,
Barley,32.12,70.24,29.28,Red,13.7,2997,Sugarcane,
Pulses,31.52,56.11,29.79,Clay,8,812,Barley,
Soybeans,24.4,59.68,29.94,Clay,2.1,850,Cotton,
Maize,37.61,56.44,61.31,Sandy,6.8,2829,Pulses,
Barley,26.71,59.61,29.75,Sandy,4.1,2769,Sugarcane,
Pulses,35.3,65.91,61.45,Black,2.3,2777,Barley,
Maize,23.41,47.11,60.88,Sandy,8.9,1472,Pulses,
Millet,26.86,58.4,49.47,Loamy,3.8,1972,Tobacco,
Pulses,30.4,64.62,29.5,Clay,7.4,2694,Barley,
Soybeans,31.84,63.65,43.05,Clay,5.6,670,Cotton,
Soybeans,35.66,67.28,53.18,Loamy,3.7,1187,Cotton,
Soybeans,32.88,53.21,20,Black,13.4,2982,Cotton,
Barley,27.68,46.99,22.43,Black,12.7,2716,Sugarcane,
Millet,31.06,58.96,32.69,Sandy,12.8,2906,Tobacco,
Cotton,29.43,42.86,23.41,Clay,8.2,1422,Ground Nuts,
Millet,33.89,55.98,45.78,Sandy,1.4,2609,Tobacco,
Ground Nuts,37.59,73,62.01,Red,13.5,2780,Oilseeds,
Sugarcane,27.06,58.24,46.67,Sandy,8.1,524,Wheat,
Soybeans,32.94,59.38,30.73,Black,11.6,360,Cotton,
Barley,31.18,55.41,33.33,Black,8.8,1877,Sugarcane,
Barley,26.88,60.42,29.07,Black,7.9,2645,Sugarcane,
Tobacco,28.78,46.7,36.68,Clay,8.8,1358,Maize,
Barley,22.15,54.75,39.9,Clay,8.1,721,Sugarcane,
Soybeans,34.37,52.58,39.35,Red,12.4,2480,Cotton,
Tobacco,38.93,72.2,68.8,Red,9.1,1976,Maize,
Sugarcane,33.86,61.51,60.88,Loamy,3.6,1139,Wheat,
Cotton,29.29,49.2,35.91,Red,1.3,1037,Ground Nuts,
Cotton,26.65,61.13,36.81,Loamy,9.4,1202,Ground Nuts,
Millet,23.94,46.32,39.99,Black,3.9,1437,Tobacco,
Millet,30.97,58,39.5,Sandy,6.3,1375,Tobacco,
Tobacco,30.01,51.08,29.77,Black,1.5,957,Maize,
Sugarcane,27,61.54,48.67,Sandy,4.6,414,Wheat,
Pulses,23.87,50.93,44.6,Clay,6.7,1784,Barley,
Barley,37.83,58.79,52.48,Red,9.1,1815,Sugarcane,
Tobacco,28,47.27,57.35,Clay,2.5,253,Maize,
Wheat,29.13,67.17,44.42,Black,8.9,2932,Soybeans,
Barley,34.41,62.43,33.3,Loamy,4.2,1816,Sugarcane,
Pulses,29.76,61.14,53.09,Black,2,674,Barley,
Ground Nuts,25.61,56.5,60.49,Loamy,11.3,2456,Oilseeds,
Tobacco,22.49,46.82,30.38,Black,12.9,612,Maize,
Ground Nuts,29.13,46.65,36.41,Loamy,7.5,1097,Oilseeds,
Tobacco,31.29,60.08,42.87,Red,10.9,2641,Maize,
Soybeans,38.61,69.3,41.21,Black,13.6,1970,Cotton,
Pulses,29.54,54.01,70,Loamy,4.7,1780,Barley,
Maize,34.72,64.79,24.84,Clay,6.2,2192,Pulses,
Pulses,33.47,61.96,52.46,Sandy,4.5,882,Barley,
Sugarcane,30.67,67.01,70,Loamy,1.4,1024,Wheat,
Barley,23.84,40.88,64.6,Black,2.2,1460,Sugarcane,
Pulses,35.5,64.73,50.91,Clay,2.5,2400,Barley,
Sugarcane,26.3,56.35,38.58,Loamy,3.1,2928,Wheat,
Cotton,21.44,43.3,36.7,Sandy,5.8,2598,Ground Nuts,
Sugarcane,31.67,71.83,25.15,Sandy,6.6,2990,Wheat,
Wheat,34.02,65.9,36.28,Clay,9,1430,Soybeans,
Wheat,27.74,58.79,39.22,Black,3.9,689,Soybeans,
Pulses,34.47,62.06,31.47,Clay,10.1,2543,Barley,
Sugarcane,32.67,66.69,70,Red,12.4,2573,Wheat,
Millet,38.27,69.52,41.61,Black,9,367,Tobacco,
Sugarcane,34.72,55.96,37.9,Sandy,0.8,1818,Wheat,
Soybeans,24.93,55.08,70,Red,9,2942,Cotton,
Millet,29.31,44.74,47.53,Sandy,8,1401,Tobacco,
Pulses,37.76,59.22,56.24,Red,1.1,2316,Barley,
Ground Nuts,27.61,57.05,25.26,Red,2.5,1369,Oilseeds,
Wheat,33.76,53.8,61.55,Black,11.2,684,Soybeans,
Cotton,40,60.45,33.52,Black,6.6,521,Ground Nuts,
Barley,36.02,74.78,38.64,Loamy,3.2,325,Sugarcane,
Sugarcane,29.35,51.42,70,Red,12.3,2576,Wheat,
Pulses,32.78,63.54,36.29,Red,1.4,2713,Barley,
Pulses,33.16,56.99,39.99,Red,1.3,1218,Barley,
Maize,32.62,52.77,37.75,Red,12,775,Pulses,
Wheat,32.78,73.78,36.5,Sandy,12.3,2836,Soybeans,
Sugarcane,22.5,43.53,24.16,Loamy,13,938,Wheat,
Barley,30.9,58.59,38.32,Black,1.7,1388,Sugarcane,
Soybeans,34.54,55.21,45.01,Sandy,8.2,2359,Cotton,
Ground Nuts,21.41,53.24,26.72,Loamy,2.1,838,Oilseeds,
Pulses,29.97,69.39,25.39,Red,0.1,794,Barley,
Soybeans,25.29,61.48,27.71,Red,13.1,2457,Cotton,
Maize,32.78,68.98,42.07,Red,3.7,1628,Pulses,
Pulses,27.38,50.06,24.55,Black,3.7,2735,Barley,
Ground Nuts,34.33,67.03,36.49,Red,11.9,2780,Oilseeds,
Tobacco,20.45,45.71,55.91,Red,7,1015,Maize,
Millet,33.66,76.53,54.93,Black,1.3,1644,Tobacco,
Maize,27.79,51.33,28.88,Loamy,3.6,770,Pulses,
Millet,30.52,54.99,69.02,Loamy,8,1329,Tobacco,
Sugarcane,28.83,64.74,44.66,Red,5.8,491,Wheat,
Soybeans,31.78,66.32,62.44,Red,1.6,1598,Cotton,
Maize,28.49,61.78,47.46,Sandy,8.7,1883,Pulses,
Wheat,26.7,61.16,69.76,Black,11.1,2629,Soybeans,
Sugarcane,23.59,48.13,28.61,Sandy,3.5,2111,Wheat,
Barley,32.73,67.1,34.06,Loamy,13.9,813,Sugarcane,
Pulses,33.44,67.04,56.66,Loamy,1.5,2629,Barley,
Soybeans,27.3,58.19,21.84,Loamy,3.3,1635,Cotton,
Soybeans,30.79,53.82,68.44,Loamy,1,1861,Cotton,
Ground Nuts,28.67,55.3,38.91,Clay,2,2271,Oilseeds,
Barley,26.88,59.5,33,Black,13.6,1060,Sugarcane,
Soybeans,25.28,48.16,60.97,Black,3.1,1658,Cotton,
Pulses,39.78,59.7,70,Sandy,2.2,811,Barley,
Barley,25.07,48.14,38.76,Clay,1.9,644,Sugarcane,
Millet,28.53,58.99,66.34,Red,8.7,1328,Tobacco,
Soybeans,23.38,59.24,45.99,Sandy,9.9,767,Cotton,
Tobacco,26.95,52.13,54.83,Sandy,3.9,2722,Maize,
Maize,34.46,67.55,53.28,Black,0.6,2028,Pulses,
Maize,30.24,57.35,39.81,Black,3,879,Pulses,
Cotton,30.01,48.4,35.35,Clay,1.3,2791,Ground Nuts,
Soybeans,34.19,69.83,62.1,Sandy,2.5,2575,Cotton,
Cotton,32.25,50.03,66.47,Clay,7,1406,Ground Nuts,
Maize,33.16,66.73,50.78,Loamy,8.1,1470,Pulses,
Millet,37.12,70.82,39.36,Black,12.8,2984,Tobacco,
Ground Nuts,32.23,69.85,66.56,Black,6,1906,Oilseeds,
Soybeans,38.56,68.08,57.75,Sandy,3.1,672,Cotton,
Cotton,27.12,58.16,22.74,Black,10.2,2655,Ground Nuts,
Wheat,24.73,51.53,26.69,Loamy,6,1652,Soybeans,
Wheat,29.05,63.39,46.94,Loamy,13.4,288,Soybeans,
Pulses,28.36,52.45,31.86,Red,4.7,1081,Barley,
Wheat,37.97,57.61,56.51,Loamy,8,2289,Soybeans,
Wheat,31.75,49.36,57.18,Clay,2.2,622,Soybeans,
Maize,39.48,79.62,45,Red,1.3,2544,Pulses,
Tobacco,31.73,51.04,30.08,Loamy,0.7,2606,Maize,
Barley,32.2,72.21,60.57,Loamy,8,493,Sugarcane,
Wheat,33.52,56.48,24.69,Sandy,12.1,1234,Soybeans,
Pulses,35.4,66.88,56.01,Clay,13.5,1748,Barley,
Millet,28.75,56.3,63.61,Sandy,9.9,497,Tobacco,
Ground Nuts,33.78,69.12,20.23,Loamy,4.9,1469,Oilseeds,
Ground Nuts,28.26,60.74,38.67,Red,7.6,2572,Oilseeds,
Ground Nuts,32.33,64.89,54.65,Loamy,12.8,344,Oilseeds,
Soybeans,39.82,68.1,26.42,Red,3,1711,Cotton,
Barley,22.59,56.96,27.15,Red,13.3,1025,Sugarcane,
Ground Nuts,25.76,66.93,23.29,Red,1.7,2112,Oilseeds,
Wheat,24.38,52.1,61.63,Black,2.9,2376,Soybeans,
Sugarcane,24.99,61.19,45.63,Black,0.9,2211,Wheat,
Pulses,26.32,57.42,33.27,Clay,7.1,1773,Barley,
Sugarcane,25.92,59.83,38.31,Red,1.3,1964,Wheat,
Sugarcane,35,75.25,35.02,Loamy,2.5,1927,Wheat,
Barley,26.66,68.27,47.59,Sandy,11.6,2433,Sugarcane,
Pulses,20.3,54.28,45.3,Red,2.9,575,Barley,
Cotton,25.23,45.43,37.13,Black,13.9,1652,Ground Nuts,
Ground Nuts,30.71,56.46,43.4,Clay,10.2,2363,Oilseeds,
Sugarcane,33.8,58.42,63.96,Clay,8.4,1433,Wheat,
Millet,25.47,48.38,36,Black,2.1,413,Tobacco,
Maize,30.06,63.8,35.07,Red,7.3,2267,Pulses,
Pulses,38.04,64.69,48.58,Clay,9.2,831,Barley,
Ground Nuts,40,75.91,41.53,Red,5.2,2177,Oilseeds,
Soybeans,26.7,49.6,42.38,Red,11.5,1254,Cotton,
Barley,30.02,65.59,54.31,Loamy,1.3,2535,Sugarcane,
Cotton,30.26,44.92,59.46,Black,12.2,2878,Ground Nuts,
Soybeans,24.6,42.57,45.33,Clay,11.7,579,Cotton,
Tobacco,30.5,56.85,37.55,Red,9.5,1559,Maize,
Soybeans,33.02,75.26,31.06,Red,5.3,746,Cotton,
Millet,28.62,46.23,66.04,Red,12.8,2762,Tobacco,
Pulses,29.99,69.45,20,Loamy,0.5,1876,Barley,
Maize,25.88,62.12,69.37,Black,8.2,777,Pulses,
Tobacco,30.13,68.83,49.19,Clay,12.5,1650,Maize,
Tobacco,34.13,72.64,46.55,Black,13,1617,Maize,
Maize,31.89,67.32,55.3,Loamy,4.8,1773,Pulses,
Millet,32.95,48.92,32.88,Black,2.3,1679,Tobacco,
Barley,31.8,60.45,29.67,Black,12.8,1921,Sugarcane,
Millet,26.49,68.8,49.84,Clay,11.5,2174,Tobacco,
Cotton,38.31,61.97,48.6,Sandy,12.8,1528,Ground Nuts,
Cotton,21.89,47.55,20,Clay,0,855,Ground Nuts,
Sugarcane,40,75.07,38.95,Clay,12.3,2362,Wheat,
Tobacco,37.05,69.76,48.65,Black,10.3,585,Maize,
Tobacco,33.03,57.67,46.12,Clay,3.7,2434,Maize,
Wheat,30.6,60.9,57.87,Red,7.3,779,Soybeans,
Sugarcane,32.22,60.78,34.61,Red,11.3,2886,Wheat,
Millet,29.89,52.86,50.67,Sandy,9.1,1491,Tobacco,
Ground Nuts,35.93,68.53,36.36,Sandy,1.1,809,Oilseeds,
Cotton,37.85,64.18,57.45,Sandy,6.3,2679,Ground Nuts,
Ground Nuts,24.66,47.81,24.37,Sandy,4.9,1628,Oilseeds,
Tobacco,28.48,69.99,27.05,Black,1,2727,Maize,
Cotton,35.25,55.27,39.3,Loamy,1.4,439,Ground Nuts,
Pulses,32.92,51.51,35.47,Black,1.9,2729,Barley,
Pulses,39.3,71.67,43.17,Sandy,5.4,1818,Barley,
Sugarcane,32.52,64.65,24.55,Sandy,5.7,1108,Wheat,
Sugarcane,26.39,58.76,26.14,Clay,2.7,1932,Wheat,
Wheat,33.84,67.09,53.03,Clay,3.5,1048,Soybeans,
Wheat,30.96,55.9,41.09,Red,13,1725,Soybeans,
Barley,33.1,57.5,42.07,Clay,5,925,Sugarcane,
Cotton,26.16,59.25,36.27,Sandy,0.9,588,Ground Nuts,
Tobacco,32.22,68.32,47.1,Sandy,13.6,674,Maize,
Soybeans,25.96,57.58,55.01,Black,5.8,745,Cotton,
Maize,29.98,56.89,32.9,Loamy,7.8,2213,Pulses,
Ground Nuts,26.5,52.28,28.61,Sandy,6.3,1262,Oilseeds,
Maize,36.91,73.2,33.96,Red,11.6,852,Pulses,
Maize,34,73.7,57.78,Sandy,7.4,666,Pulses,
Tobacco,27.53,51.5,38.22,Sandy,7.2,1761,Maize,
Ground Nuts,35.43,50.87,44.74,Loamy,11.4,1654,Oilseeds,
Barley,32.22,54.23,47.91,Black,2.4,849,Sugarcane,
Wheat,26.65,56.41,66.61,Loamy,7.7,1273,Soybeans,
Wheat,26.9,42.45,46.23,Loamy,1.9,1537,Soybeans,
Wheat,30.49,55.56,64.02,Loamy,13.8,1654,Soybeans,
Millet,26.99,44.75,36.06,Sandy,9.2,1765,Tobacco,
Cotton,26.11,58.64,22.93,Clay,12.6,2296,Ground Nuts,
